,URL,HTTP_status,nb_triples,has_conforms_to,info
32,https://pippa.psb.ugent.be/pippa_experiments/consult_experiment_basic_info/55,200.0,9676.0,False,
33,https://mobidb.org/P04637,200.0,77.0,True,
34,https://disprot.org/DP00086r026,200.0,54.0,True,
35,https://www.omicsdi.org/#/dataset/arrayexpress-repository/E-MTAB-6848,200.0,38.0,False,
36,https://ippidb.pasteur.fr/,200.0,15.0,False,
37,https://tess.elixir-europe.org/materials/hands-on-for-exome-sequencing-data-analysis-for-diagnosing-a-genetic-disease-tutorial,200.0,74.0,True,
38,https://corkoakdb.org/gene/13014,,,,Time out when accessing url: https://corkoakdb.org/gene/13014
39,http://159.149.160.88/pscan/,200.0,0.0,False,
40,https://www.genenames.org/data/gene-symbol-report/#data-set,200.0,37.0,True,
41,https://bar.biocomp.unibo.it/bar3/,200.0,86.0,False,
42,https://disprot.org/,200.0,64.0,True,
43,https://bgee.org/,301.0,41.0,True,
44,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=8299,200.0,12.0,True,
45,https://metabolicatlas.org/explore/Human-GEM/gem-browser/metabolite/MAM00217c,200.0,24.0,True,
46,https://www.ebi.ac.uk/interpro/,200.0,214.0,False,
47,https://www.gbif.org/species/5220113,200.0,207.0,True,
48,https://scholia.toolforge.org/gene/Q18030793,200.0,8.0,True,
49,http://phenpath.biocomp.unibo.it/phenpath/,200.0,48.0,True,
50,https://proteinensemble.org/,200.0,0.0,False,
51,https://prosite.expasy.org,200.0,30.0,False,
52,https://www.elixir-europe.org/events/biohackathon-2018-paris,301.0,42.0,False,
53,https://proteinensemble.org/PED00014,200.0,0.0,False,
54,https://bigcat-um.github.io/BiGCaT-Teaching/,200.0,7.0,True,
55,https://deb-central.org/,405.0,0.0,False,
56,https://aip.fipapatients.org/,200.0,0.0,False,
57,https://synbiohub.org/,200.0,2.0,False,
58,https://zbmed-semtec.github.io/dome-galaxy-training/docs/DOME.html,200.0,82.0,True,
59,https://datacatalog.elixir-luxembourg.org/,200.0,0.0,False,
60,https://bioinformatics.ca/workshops-all/2021-infectious-disease-epidemiology-analysis/,200.0,110.0,False,
61,https://workflowhub.eu/workflows/18,200.0,65.0,True,
62,https://www.sib.swiss/training/course/20221123_OPEMP,200.0,255.0,True,
63,https://bio.tools/covidmine,200.0,15.0,True,
64,https://massbank.eu/MassBank/RecordDisplay?id=LQB00001&dsn=RIKEN_IMS,301.0,13.0,True,
65,https://www.metanetx.org/ftp/,200.0,0.0,False,
66,https://www.uniprot.org/uniprot/,200.0,9.0,False,
67,https://hamap.expasy.org/cgi-bin/unirule/unirule_browse.cgi,200.0,30.0,False,
68,https://modelarchive.org/,200.0,34.0,False,
69,https://ippidb.pasteur.fr/compounds/1103#compound,200.0,0.0,False,
70,https://bridgedb.github.io/data/gene_database/,301.0,18.0,True,
71,https://hamap.expasy.org/archaea.html,200.0,28.0,False,
72,https://mobidb.org/,200.0,69.0,True,
73,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37133,200.0,37.0,True,
74,https://scholia.toolforge.org/taxon/Q15978631,200.0,7.0,True,
75,https://www.ensembl.org/id/ENSG00000139618,302.0,0.0,False,
76,https://www.ensembl.org/,301.0,46.0,True,
77,https://h2020-riskgone.github.io/riskgone-materials/identifiers_and_guidance.html,200.0,14.0,True,
78,https://galaxyproject.org/events/,200.0,0.0,False,
79,https://swissmodel.expasy.org/repository,200.0,417.0,False,
80,http://edgar.biocomp.unibo.it/cgi-bin/gene_disease_db/gene.py?gene=A2M,200.0,260.0,True,
81,http://edgar.biocomp.unibo.it/,302.0,43.0,True,
82,https://bioschemas.org/tutorials/what_why_bioschemas,200.0,43.0,True,
83,http://itsonedb.cloud.ba.infn.it/,,,,Time out when accessing url: http://itsonedb.cloud.ba.infn.it/
84,https://zbmed.github.io/damalos/docs/2020.html,200.0,8.0,True,
85,https://www.ebi.ac.uk/pdbe/entry/pdb/5hbi/protein/1,200.0,2.0,False,
86,https://string-db.org/network/9606.ENSP00000379258,200.0,84.0,True,
87,https://pcddb.cryst.bbk.ac.uk/deposit/CD0000031000,200.0,45.0,False,
88,https://humanmine.org/,200.0,381.0,False,
89,https://www.ebi.ac.uk/Tools/hmmer/search/phmmer,200.0,19.0,False,
90,https://datacatalog.elixir-luxembourg.org/e/dataset/924dfe7a-71e8-11eb-bafe-3e22fbb3883f,200.0,0.0,False,
91,https://bmrb.io/data_library/summary/index.php?bmrbId=30309,200.0,65.0,False,
92,https://www.sib.swiss/training/course/20230426_DOCK,200.0,119.0,True,
93,https://ega-archive.org/datasets/EGAD00000000001,200.0,50.0,False,
94,https://workflowhub.eu/people/9,200.0,19.0,True,
95,https://www.france-bioinformatique.fr/en/evenements_upcoming,404.0,0.0,False,
96,https://mint.bio.uniroma2.it/,200.0,88.0,False,
97,https://www.ebi.ac.uk/chembl/,200.0,264.0,False,
98,https://string-db.org/,200.0,352.0,True,
99,https://biopragmatics.github.io/bioversions/,200.0,11.0,False,
100,https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/courses/q-exactive.aspx,301.0,32.0,False,
101,https://bio.tools/blast,200.0,37.0,True,
102,https://www.metanetx.org/chem_info/MNXM680,200.0,71.0,True,
103,https://hpscreg.eu/cell-line/BIHi006-D,200.0,62.0,True,
104,https://www.alliancegenome.org/gene/MGI:2442292,200.0,8.0,False,
105,https://www.metanetx.org/,200.0,49.0,True,
106,https://www.gbif.org/dataset/c0cc29de-f49f-4b66-b4ec-c83afbb7101d,200.0,154.0,True,
107,https://www.covid19dataportal.org/,200.0,77.0,False,
108,https://www.opalesurfcasting.net/connaissances/faune-et-flore/le-saumon-de-l-atlantique-salmo-salar.html,403.0,1.0,False,
109,https://enanomapper.github.io/tutorials/Entering_and_analysing_nano_safety_data/readme.html,200.0,49.0,True,
110,http://159.149.160.88/cscan,301.0,0.0,False,
111,https://training.galaxyproject.org/training-material/topics/introduction/tutorials/galaxy-intro-101-everyone/tutorial.html,200.0,340.0,True,
112,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL59/,200.0,91.0,False,
113,https://nanocommons.github.io/specifications/jrc/,200.0,7.0,True,
114,https://bioregistry.io/registry/hgnc,200.0,25.0,True,
115,http://mvid-central.org/,302.0,112.0,False,
116,https://swissmodel.expasy.org/,200.0,93.0,False,
117,https://zbmed.github.io/damalos/,200.0,75.0,False,
118,https://zbmed-semtec.github.io/BioMedSem-IR-KD/docs/Lesson1.html,200.0,76.0,True,
119,https://training.galaxyproject.org/training-material/hall-of-fame/hexylena/,200.0,29.0,True,
120,https://www.ebi.ac.uk/biosamples/samples/SAMEA491372,200.0,0.0,False,
121,https://scholia.toolforge.org/protein/Q424728,200.0,7.0,True,
122,https://bridgedb.github.io/,301.0,12.0,True,
123,https://metabolicatlas.org/explore/Human-GEM/gem-browser/gene/ENSG00000078237,200.0,23.0,True,
124,https://www.chd7.org/,405.0,98.0,False,
125,https://scholia.toolforge.org/chemical/Q18216,200.0,10.0,True,
126,https://inpn.mnhn.fr/espece/cd_nom/60878/,200.0,444.0,True,
127,https://www.genenames.org/#data-catalog,200.0,37.0,True,
128,https://bgee.org/?page=gene&gene_id=ENSG00000274928,301.0,5.0,False,
129,https://ega-archive.org/studies/EGAS00000000001,200.0,42.0,False,
130,https://flymine.org/,301.0,0.0,False,
131,http://www.cathdb.info,200.0,80.0,False,
132,https://tess.elixir-europe.org/events/1st-international-conference-on-fair-digital-objects-fdo2022,200.0,57.0,True,
133,https://pairedomicsdata.bioinformatics.nl/,200.0,28.0,True,
134,https://nanocommons.github.io/tutorials/enteringData,301.0,56.0,True,
135,https://ega-archive.org/,200.0,74.0,False,
136,https://synbiohub.org/public/igem/BBa_K165005/1,200.0,2.0,False,
137,http://www.ebi.ac.uk/pdbe/entry/pdb/4a7l,301.0,1.0,False,
